,gun,skin,rarity,stattrak,quality,price,quantity
3803,★ Karambit , Crimson Web,Covert,1, Field-Tested, 583.44, 5
3804,★ Karambit , Crimson Web,Covert,1, Well-Worn, 537.28, 1
3805,★ Karambit , Crimson Web,Covert,1, Battle-Scarred, 559.31, 1
3806,★ Karambit , Case Hardened,Covert,0,Factory New, 704.07, 1
3807,★ Karambit , Case Hardened,Covert,0,Minimal Wear, 499.24, 5
3808,★ Karambit , Case Hardened,Covert,0,Field-Tested, 439.57, 12
3809,★ Karambit , Case Hardened,Covert,0,Well-Worn, 415.76, 13
3810,★ Karambit , Case Hardened,Covert,0,Battle-Scarred, 361.11, 6
3811,★ Karambit , Case Hardened,Covert,1, Factory New, 1538.02,N/A
3812,★ Karambit , Case Hardened,Covert,1, Minimal Wear, 727.11, 1
3813,★ Karambit , Case Hardened,Covert,1, Field-Tested, 437, 2
3814,★ Karambit , Case Hardened,Covert,1, Well-Worn, 876.72, 2
3815,★ Karambit , Case Hardened,Covert,1, Battle-Scarred, 452.72, 2
3816,★ Karambit , Slaughter,Covert,0,Factory New, 643.63, 9
3817,★ Karambit , Slaughter,Covert,0,Minimal Wear, 527.9, 9
3818,★ Karambit , Slaughter,Covert,0,Field-Tested, 499.24, 2
3819,★ Karambit , Slaughter,Covert,1, Factory New, 880.75, 2
3820,★ Karambit , Slaughter,Covert,1, Minimal Wear, 854.1, 2
3821,★ Karambit , Slaughter,Covert,1, Field-Tested, 516.44, 1
3822,★ Karambit , Tiger Tooth,Covert,0,Factory New, 650, 10
3823,★ Karambit , Tiger Tooth,Covert,0,Minimal Wear, 623.62, 5
3824,★ Karambit , Tiger Tooth,Covert,1, Factory New, 743.18, 6
3825,★ Karambit , Tiger Tooth,Covert,1, Minimal Wear, 736.86, 1
3826,★ Karambit , Safari Mesh,Covert,0,Factory New, 374.44, 2
3827,★ Karambit , Safari Mesh,Covert,0,Minimal Wear, 218.16, 7
3828,★ Karambit , Safari Mesh,Covert,0,Field-Tested, 204.27, 10
3829,★ Karambit , Safari Mesh,Covert,0,Well-Worn, 199.7, 2
3830,★ Karambit , Safari Mesh,Covert,0,Battle-Scarred, 204.61, 5
3831,★ Karambit , Safari Mesh,Covert,1, Minimal Wear, 246.81, 1
3832,★ Karambit , Safari Mesh,Covert,1, Field-Tested, 236.38, 1
3833,★ Karambit , Safari Mesh,Covert,1, Well-Worn, 221.22, 1
3834,★ Karambit , Safari Mesh,Covert,1, Battle-Scarred, 218.5, 1
3835,★ Karambit , Doppler,Covert,0,Factory New, 580.63, 62
3836,★ Karambit , Doppler,Covert,0,Minimal Wear, 585.27, 2
3837,★ Karambit , Doppler,Covert,1, Factory New, 685.67, 16
3838,★ Karambit , Doppler,Covert,1, Minimal Wear, 805, 3
3839,★ Karambit , Lore,Covert,0,Factory New, 1626.29, 3
3840,★ Karambit , Lore,Covert,0,Minimal Wear, 1017.06, 4
3841,★ Karambit , Lore,Covert,0,Field-Tested, 558, 9
3842,★ Karambit , Lore,Covert,0,Well-Worn, 496.51, 4
3843,★ Karambit , Lore,Covert,0,Battle-Scarred, 380.68, 5
3844,★ Karambit , Lore,Covert,1, Factory New, 1710.08,N/A
3845,★ Karambit , Lore,Covert,1, Minimal Wear, 1142.02, 2
3846,★ Karambit , Lore,Covert,1, Field-Tested, 605.56, 3
3847,★ Karambit , Lore,Covert,1, Well-Worn, 654.98, 1
3848,★ Karambit , Lore,Covert,1, Battle-Scarred, 400, 1
3849,★ Karambit , Night,Covert,0,Factory New, 1050,N/A
3850,★ Karambit , Night,Covert,0,Minimal Wear, 325.6, 7
3851,★ Karambit , Night,Covert,0,Field-Tested, 249.62, 10
3852,★ Karambit , Night,Covert,0,Well-Worn, 323, 2
3853,★ Karambit , Night,Covert,0,Battle-Scarred, 254.54, 3
3854,★ Karambit , Night,Covert,1, Minimal Wear, 597.84, 1
3855,★ Karambit , Night,Covert,1, Field-Tested, 363.71, 3
3856,★ Karambit , Night,Covert,1, Well-Worn, 295.96,N/A
3857,★ Karambit , Night,Covert,1, Battle-Scarred, 284.43, 2
3858,★ Karambit , Urban Masked,Covert,0,Factory New, 920, 1
3859,★ Karambit , Urban Masked,Covert,0,Minimal Wear, 276.76, 7
3860,★ Karambit , Urban Masked,Covert,0,Field-Tested, 215.91, 9
3861,★ Karambit , Urban Masked,Covert,0,Well-Worn, 202.86, 4
3862,★ Karambit , Urban Masked,Covert,0,Battle-Scarred, 209.69, 5
3863,★ Karambit , Urban Masked,Covert,1, Minimal Wear, 341.51, 1
3864,★ Karambit , Urban Masked,Covert,1, Field-Tested, 315.94, 2
3865,★ Karambit , Urban Masked,Covert,1, Well-Worn, 548.25, 1
3866,★ Karambit , Urban Masked,Covert,1, Battle-Scarred, 222.06,N/A
3867,★ Karambit , Marble Fade,Covert,0,Factory New, 814.01, 15
3868,★ Karambit , Marble Fade,Covert,0,Minimal Wear, 920.65, 3
3869,★ Karambit , Marble Fade,Covert,1, Factory New, 1113, 4
3870,★ Karambit , Marble Fade,Covert,1, Minimal Wear, 975.9, 1
3871,★ Karambit , Fade,Covert,0,Factory New, 899.73, 10
3872,★ Karambit , Fade,Covert,0,Minimal Wear, 1031.95, 2
3873,★ Karambit , Fade,Covert,1, Factory New, 1216.18, 2
3874,★ Karambit , Fade,Covert,1, Minimal Wear, 1573.72, 1
3875,★ Karambit , Gamma Doppler,Covert,0,Factory New, 769.37, 19
3876,★ Karambit , Gamma Doppler,Covert,0,Minimal Wear, 800, 4
3877,★ Karambit , Gamma Doppler,Covert,1, Factory New, 865.46, 6
3878,★ Karambit , Gamma Doppler,Covert,1, Minimal Wear, 860,N/A
3879,★ Karambit , Forest DDPAT,Covert,0,Factory New, 631.85, 1
3880,★ Karambit , Forest DDPAT,Covert,0,Minimal Wear, 230, 4
3881,★ Karambit , Forest DDPAT,Covert,0,Field-Tested, 218.86, 9
3882,★ Karambit , Forest DDPAT,Covert,0,Well-Worn, 221.4, 3
3883,★ Karambit , Forest DDPAT,Covert,0,Battle-Scarred, 209.94, 6
3884,★ Karambit , Forest DDPAT,Covert,1, Minimal Wear, 416.49, 1
3885,★ Karambit , Forest DDPAT,Covert,1, Field-Tested, 251.32, 6
3886,★ Karambit , Forest DDPAT,Covert,1, Well-Worn, 234.99, 1
3887,★ Karambit , Forest DDPAT,Covert,1, Battle-Scarred, 241.18, 2
3888,★ Karambit , Rust Coat,Covert,0,Well-Worn, 294.21, 3
3889,★ Karambit , Rust Coat,Covert,0,Battle-Scarred, 280.72, 17
3890,★ Karambit , Rust Coat,Covert,1, Well-Worn, 596.7, 1
3891,★ Karambit , Rust Coat,Covert,1, Battle-Scarred, 318.89, 4
3892,★ Karambit , Bright Water,Covert,0,Factory New, 400, 7
3893,★ Karambit , Bright Water,Covert,0,Minimal Wear, 347.32, 4
3894,★ Karambit , Bright Water,Covert,0,Field-Tested, 293.05, 7
3895,★ Karambit , Bright Water,Covert,0,Well-Worn, 270.1, 7
3896,★ Karambit , Bright Water,Covert,0,Battle-Scarred, 282.83, 2
3897,★ Karambit , Bright Water,Covert,1, Factory New, 721.12, 1
3898,★ Karambit , Bright Water,Covert,1, Minimal Wear, 426.11, 1
3899,★ Karambit , Bright Water,Covert,1, Field-Tested, 303.63,N/A
3900,★ Karambit , Bright Water,Covert,1, Well-Worn, 375.16, 1
3901,★ Karambit , Bright Water,Covert,1, Battle-Scarred, 309.83, 1
3902,★ Karambit , Damascus Steel,Covert,0,Factory New, 451.91, 3
3903,★ Karambit , Damascus Steel,Covert,0,Minimal Wear, 370, 7
3904,★ Karambit , Damascus Steel,Covert,0,Field-Tested, 355.97, 7
3905,★ Karambit , Damascus Steel,Covert,0,Well-Worn, 415.76, 1
3906,★ Karambit , Damascus Steel,Covert,0,Battle-Scarred, 332.38, 2
3907,★ Karambit , Damascus Steel,Covert,1, Factory New, 723.53, 2
3908,★ Karambit , Damascus Steel,Covert,1, Minimal Wear, 423.69, 1
3909,★ Karambit , Damascus Steel,Covert,1, Field-Tested, 402.13, 3
3910,★ Karambit , Damascus Steel,Covert,1, Well-Worn, 422.06,N/A
3911,★ Karambit , Damascus Steel,Covert,1, Battle-Scarred, 384.13, 1
3912,★ Karambit , Boreal Forest,Covert,0,Factory New, 1781.86, 1
3913,★ Karambit , Boreal Forest,Covert,0,Minimal Wear, 295.21, 4
3914,★ Karambit , Boreal Forest,Covert,0,Field-Tested, 208.27, 11
3915,★ Karambit , Boreal Forest,Covert,0,Well-Worn, 224.62, 4
3916,★ Karambit , Boreal Forest,Covert,0,Battle-Scarred, 217.06, 4
3917,★ Karambit , Boreal Forest,Covert,1, Factory New, 1388.28,N/A
3918,★ Karambit , Boreal Forest,Covert,1, Minimal Wear, 390.71, 3
3919,★ Karambit , Boreal Forest,Covert,1, Field-Tested, 259.39, 4
3920,★ Karambit , Boreal Forest,Covert,1, Well-Worn, 276.53,N/A
3921,★ Karambit , Boreal Forest,Covert,1, Battle-Scarred, 235.56, 1
3922,★ Karambit , Vanilla,Covert,0,Factory New, 430.99, 8
3923,★ Karambit , Vanilla,Covert,1, Factory New, 459.96, 5
3924,M249 , System Lock,Mil-Spec,0,Factory New, 0.65, 143
3925,M249 , System Lock,Mil-Spec,0,Minimal Wear, 0.2, 377
3926,M249 , System Lock,Mil-Spec,0,Field-Tested, 0.13, 496
3927,M249 , System Lock,Mil-Spec,0,Well-Worn, 0.2, 143
3928,M249 , System Lock,Mil-Spec,0,Battle-Scarred, 0.12, 261
3929,M249 , System Lock,Mil-Spec,1, Factory New, 1.97, 83
3930,M249 , System Lock,Mil-Spec,1, Minimal Wear, 0.65, 141
3931,M249 , System Lock,Mil-Spec,1, Field-Tested, 0.3, 297
3932,M249 , System Lock,Mil-Spec,1, Well-Worn, 0.42, 67
3933,M249 , System Lock,Mil-Spec,1, Battle-Scarred, 0.31, 153
3934,M249 , Contrast Spray,Consumer,0,Factory New, 1.21, 38
3935,M249 , Contrast Spray,Consumer,0,Minimal Wear, 0.12, 71
3936,M249 , Contrast Spray,Consumer,0,Field-Tested, 0.08, 353
3937,M249 , Contrast Spray,Consumer,0,Well-Worn, 0.09, 158
3938,M249 , Contrast Spray,Consumer,0,Battle-Scarred, 0.11, 489
3939,M249 , Contrast Spray,Consumer,1, Factory New, 1.27, 40
3940,M249 , Contrast Spray,Consumer,1, Minimal Wear, 0.13,N/A
3941,M249 , Contrast Spray,Consumer,1, Field-Tested, 0.09, 1055
3942,M249 , Contrast Spray,Consumer,1, Well-Worn, 0.11, 213
3943,M249 , Contrast Spray,Consumer,1, Battle-Scarred, 0.09, 476
3944,M249 , Jungle,Consumer,0,Factory New, 0.38, 188
3945,M249 , Jungle,Consumer,0,Minimal Wear, 0.11, 934
3946,M249 , Jungle,Consumer,0,Field-Tested, 0.1, 1121
3947,M249 , Jungle,Consumer,0,Well-Worn, 0.1, 718
3948,M249 , Jungle,Consumer,0,Battle-Scarred, 0.11, 1166
3949,M249 , Aztec,Restricted,0,Factory New, 1.05, 188
3950,M249 , Aztec,Restricted,0,Minimal Wear, 0.63, 176
3951,M249 , Aztec,Restricted,0,Field-Tested, 0.46, 1920
3952,M249 , Aztec,Restricted,0,Well-Worn, 0.39, 116
3953,M249 , Aztec,Restricted,0,Battle-Scarred, 0.38, 275
3954,M249 , Aztec,Restricted,1, Factory New, 3.5, 41
3955,M249 , Aztec,Restricted,1, Minimal Wear, 1.85, 30
3956,M249 , Aztec,Restricted,1, Field-Tested, 0.96, 111
3957,M249 , Aztec,Restricted,1, Well-Worn, 0.86, 14
3958,M249 , Aztec,Restricted,1, Battle-Scarred, 0.81, 32
3959,M249 , Emerald Poison Dart,Restricted,0,Factory New, 1.11, 131
3960,M249 , Emerald Poison Dart,Restricted,0,Minimal Wear, 0.73, 217
3961,M249 , Emerald Poison Dart,Restricted,0,Field-Tested, 0.58, 327
3962,M249 , Emerald Poison Dart,Restricted,0,Well-Worn, 0.54, 119
3963,M249 , Emerald Poison Dart,Restricted,1, Factory New, 3.56, 87
3964,M249 , Emerald Poison Dart,Restricted,1, Minimal Wear, 2.12, 67
3965,M249 , Emerald Poison Dart,Restricted,1, Field-Tested, 1.58, 67
3966,M249 , Emerald Poison Dart,Restricted,1, Well-Worn, 1.35, 17
3967,M249 , Nebula Crusader,Restricted,0,Factory New, 3.59, 47
3968,M249 , Nebula Crusader,Restricted,0,Minimal Wear, 1.58, 151
3969,M249 , Nebula Crusader,Restricted,0,Field-Tested, 0.97, 145
3970,M249 , Nebula Crusader,Restricted,0,Well-Worn, 0.92, 98
3971,M249 , Nebula Crusader,Restricted,0,Battle-Scarred, 0.81, 139
3972,M249 , Nebula Crusader,Restricted,1, Factory New, 11.5, 22
3973,M249 , Nebula Crusader,Restricted,1, Minimal Wear, 4.34, 19
3974,M249 , Nebula Crusader,Restricted,1, Field-Tested, 2.3, 57
3975,M249 , Nebula Crusader,Restricted,1, Well-Worn, 2, 54
3976,M249 , Nebula Crusader,Restricted,1, Battle-Scarred, 1.95, 28
3977,M249 , Gator Mesh,Industrial,0,Factory New, 0.12, 1228
3978,M249 , Gator Mesh,Industrial,0,Minimal Wear, 0.09, 2146
3979,M249 , Gator Mesh,Industrial,0,Field-Tested, 0.07, 3996
3980,M249 , Gator Mesh,Industrial,0,Well-Worn, 0.08, 382
3981,M249 , Gator Mesh,Industrial,0,Battle-Scarred, 0.08, 793
3982,M249 , Gator Mesh,Industrial,1, Factory New, 65, 3
3983,M249 , Gator Mesh,Industrial,1, Minimal Wear, 9.11, 10
3984,M249 , Gator Mesh,Industrial,1, Field-Tested, 3.88, 11
3985,M249 , Gator Mesh,Industrial,1, Well-Worn, 24.91, 4
3986,M249 , Gator Mesh,Industrial,1, Battle-Scarred, 16.28, 5
3987,M249 , Magma,Mil-Spec,0,Factory New, 0.62, 97
3988,M249 , Magma,Mil-Spec,0,Minimal Wear, 0.48, 119
3989,M249 , Magma,Mil-Spec,0,Field-Tested, 0.38, 152
3990,M249 , Magma,Mil-Spec,0,Well-Worn, 0.57, 45
3991,M249 , Magma,Mil-Spec,0,Battle-Scarred, 0.36, 112
3992,M249 , Magma,Mil-Spec,1, Factory New, 1.63, 84
3993,M249 , Magma,Mil-Spec,1, Minimal Wear, 1.15, 78
3994,M249 , Magma,Mil-Spec,1, Field-Tested, 0.74, 132
3995,M249 , Magma,Mil-Spec,1, Well-Worn, 0.57, 57
3996,M249 , Magma,Mil-Spec,1, Battle-Scarred, 0.49, 80
3997,M249 , Warbird,Mil-Spec,0,Factory New, 0.65, 70
3998,M249 , Warbird,Mil-Spec,0,Minimal Wear, 0.27, 501
3999,M249 , Warbird,Mil-Spec,0,Field-Tested, 0.17, 621
4000,M249 , Warbird,Mil-Spec,0,Well-Worn, 0.17, 274
4001,M249 , Warbird,Mil-Spec,0,Battle-Scarred, 0.17, 452
4002,M249 , Warbird,Mil-Spec,1, Factory New, 1.73, 25
4003,M249 , Warbird,Mil-Spec,1, Minimal Wear, 0.76, 188
4004,M249 , Warbird,Mil-Spec,1, Field-Tested, 0.4, 203
4005,M249 , Warbird,Mil-Spec,1, Well-Worn, 0.35, 26
4006,M249 , Warbird,Mil-Spec,1, Battle-Scarred, 0.36, 89
4007,M249 , Spectre,Mil-Spec,0,Factory New, 0.31, 718
4008,M249 , Spectre,Mil-Spec,0,Minimal Wear, 0.2, 449
4009,M249 , Spectre,Mil-Spec,0,Field-Tested, 0.12, 803
4010,M249 , Spectre,Mil-Spec,0,Well-Worn, 0.18, 164
4011,M249 , Spectre,Mil-Spec,0,Battle-Scarred, 0.13, 158
4012,M249 , Spectre,Mil-Spec,1, Factory New, 1.21, 97
4013,M249 , Spectre,Mil-Spec,1, Minimal Wear, 0.72, 169
4014,M249 , Spectre,Mil-Spec,1, Field-Tested, 0.32, 268
4015,M249 , Spectre,Mil-Spec,1, Well-Worn, 0.38, 160
4016,M249 , Spectre,Mil-Spec,1, Battle-Scarred, 0.34, 35
4017,M249 , Shipping Forecast,Industrial,0,Factory New, 3.26, 24
4018,M249 , Shipping Forecast,Industrial,0,Minimal Wear, 2.73, 23
4019,M249 , Shipping Forecast,Industrial,0,Field-Tested, 2.64, 42
4020,M249 , Shipping Forecast,Industrial,0,Well-Worn, 2.85, 11
4021,M249 , Shipping Forecast,Industrial,0,Battle-Scarred, 2.95, 15
4022,M249 , Blizzard Marbleized,Industrial,0,Factory New, 68.65, 2
4023,M249 , Blizzard Marbleized,Industrial,0,Minimal Wear, 7.1, 29
4024,M249 , Blizzard Marbleized,Industrial,0,Field-Tested, 1.79, 48
4025,M249 , Blizzard Marbleized,Industrial,0,Well-Worn, 1.55, 41
4026,M249 , Blizzard Marbleized,Industrial,0,Battle-Scarred, 1.34, 46
4027,M249 , Jungle DDPAT,Consumer,0,Factory New, 3.84, 17
4028,M249 , Jungle DDPAT,Consumer,0,Minimal Wear, 0.78, 57
4029,M249 , Jungle DDPAT,Consumer,0,Field-Tested, 0.42, 80
4030,M249 , Jungle DDPAT,Consumer,0,Well-Worn, 0.4, 81
4031,M249 , Jungle DDPAT,Consumer,0,Battle-Scarred, 0.49, 108
4032,M249 , Impact Drill,Consumer,0,Factory New, 1.19, 102
4033,M249 , Impact Drill,Consumer,0,Minimal Wear, 0.35, 154
4034,M249 , Impact Drill,Consumer,0,Field-Tested, 0.25, 69
4035,M249 , Impact Drill,Consumer,0,Well-Worn, 0.18, 253
4036,M249 , Impact Drill,Consumer,0,Battle-Scarred, 0.18, 128
4037,M4A1-S , Dark Water,Restricted,0,Minimal Wear, 19.96, 263
4038,M4A1-S , Dark Water,Restricted,0,Field-Tested, 18.46, 186
4039,M4A1-S , Dark Water,Restricted,1, Minimal Wear, 46.41, 73
4040,M4A1-S , Dark Water,Restricted,1, Field-Tested, 38.47, 77
4041,M4A1-S , Nitro,Restricted,0,Factory New, 4.25, 316
4042,M4A1-S , Nitro,Restricted,0,Minimal Wear, 2.01, 663
4043,M4A1-S , Nitro,Restricted,0,Field-Tested, 1.03, 2050
4044,M4A1-S , Nitro,Restricted,0,Well-Worn, 1.33, 308
4045,M4A1-S , Nitro,Restricted,0,Battle-Scarred, 0.93, 556
4046,M4A1-S , Nitro,Restricted,1, Minimal Wear, 1515.48, 1
4047,M4A1-S , Nitro,Restricted,1, Field-Tested, 118.61, 7
4048,M4A1-S , Nitro,Restricted,1, Well-Worn, 170.45, 1
4049,M4A1-S , Nitro,Restricted,1, Battle-Scarred, 135.79,N/A
4050,M4A1-S , Nightmare,Classified,0,Factory New, 25.5, 37
4051,M4A1-S , Nightmare,Classified,0,Minimal Wear, 10.85, 126
4052,M4A1-S , Nightmare,Classified,0,Field-Tested, 6.23, 246
4053,M4A1-S , Nightmare,Classified,0,Well-Worn, 5.15, 114
4054,M4A1-S , Nightmare,Classified,0,Battle-Scarred, 4.71, 68
4055,M4A1-S , Nightmare,Classified,1, Factory New, 92.26, 23
4056,M4A1-S , Nightmare,Classified,1, Minimal Wear, 37.43, 32
4057,M4A1-S , Nightmare,Classified,1, Field-Tested, 18, 43
4058,M4A1-S , Nightmare,Classified,1, Well-Worn, 13.96, 29
4059,M4A1-S , Nightmare,Classified,1, Battle-Scarred, 13.08, 14
4060,M4A1-S , Basilisk,Restricted,0,Factory New, 4.5, 183
4061,M4A1-S , Basilisk,Restricted,0,Minimal Wear, 2.18, 472
4062,M4A1-S , Basilisk,Restricted,0,Field-Tested, 1.92, 591
4063,M4A1-S , Basilisk,Restricted,0,Well-Worn, 3.47, 45
4064,M4A1-S , Basilisk,Restricted,0,Battle-Scarred, 1.89, 176
4065,M4A1-S , Basilisk,Restricted,1, Factory New, 19.37, 43
4066,M4A1-S , Basilisk,Restricted,1, Minimal Wear, 9.55, 99
4067,M4A1-S , Basilisk,Restricted,1, Field-Tested, 6.62, 116
4068,M4A1-S , Basilisk,Restricted,1, Well-Worn, 11.15, 10
4069,M4A1-S , Basilisk,Restricted,1, Battle-Scarred, 7.59, 36
4070,M4A1-S , Leaded Glass,Classified,0,Factory New, 8.69, 146
4071,M4A1-S , Leaded Glass,Classified,0,Minimal Wear, 5.18, 195
4072,M4A1-S , Leaded Glass,Classified,0,Field-Tested, 3.56, 475
4073,M4A1-S , Leaded Glass,Classified,0,Well-Worn, 4.96, 37
4074,M4A1-S , Leaded Glass,Classified,0,Battle-Scarred, 3.75, 126
4075,M4A1-S , Leaded Glass,Classified,1, Factory New, 30.15, 40
4076,M4A1-S , Leaded Glass,Classified,1, Minimal Wear, 16.59, 50
4077,M4A1-S , Leaded Glass,Classified,1, Field-Tested, 11.36, 54
4078,M4A1-S , Leaded Glass,Classified,1, Well-Worn, 13.11, 13
4079,M4A1-S , Leaded Glass,Classified,1, Battle-Scarred, 10.89, 23
4080,M4A1-S , Decimator,Classified,0,Factory New, 13.43, 120
4081,M4A1-S , Decimator,Classified,0,Minimal Wear, 7.97, 274
4082,M4A1-S , Decimator,Classified,0,Field-Tested, 6.14, 583
4083,M4A1-S , Decimator,Classified,0,Well-Worn, 8.68, 59
4084,M4A1-S , Decimator,Classified,0,Battle-Scarred, 5.37, 157
4085,M4A1-S , Decimator,Classified,1, Factory New, 42.27, 35
4086,M4A1-S , Decimator,Classified,1, Minimal Wear, 22.8, 55
4087,M4A1-S , Decimator,Classified,1, Field-Tested, 14.31, 108
4088,M4A1-S , Decimator,Classified,1, Well-Worn, 18.69, 15
4089,M4A1-S , Decimator,Classified,1, Battle-Scarred, 15.31, 20
4090,M4A1-S , Chantico's Fire,Covert,0,Factory New, 103.2, 14
4091,M4A1-S , Chantico's Fire,Covert,0,Minimal Wear, 42.44, 42
4092,M4A1-S , Chantico's Fire,Covert,0,Field-Tested, 22.49, 50
4093,M4A1-S , Chantico's Fire,Covert,0,Well-Worn, 18.17, 73
4094,M4A1-S , Chantico's Fire,Covert,0,Battle-Scarred, 13.86, 54
4095,M4A1-S , Chantico's Fire,Covert,1, Factory New, 476.44, 3
4096,M4A1-S , Chantico's Fire,Covert,1, Minimal Wear, 144.28, 13
4097,M4A1-S , Chantico's Fire,Covert,1, Field-Tested, 66.47, 10
4098,M4A1-S , Chantico's Fire,Covert,1, Well-Worn, 48.08, 12
4099,M4A1-S , Chantico's Fire,Covert,1, Battle-Scarred, 38.03, 7
4100,M4A1-S , Atomic Alloy,Classified,0,Factory New, 17.37, 87
4101,M4A1-S , Atomic Alloy,Classified,0,Minimal Wear, 9.17, 331
4102,M4A1-S , Atomic Alloy,Classified,0,Field-Tested, 5.79, 293
4103,M4A1-S , Atomic Alloy,Classified,0,Well-Worn, 5.57, 111
4104,M4A1-S , Atomic Alloy,Classified,0,Battle-Scarred, 5.09, 68
4105,M4A1-S , Atomic Alloy,Classified,1, Factory New, 69, 12
4106,M4A1-S , Atomic Alloy,Classified,1, Minimal Wear, 29.99, 43
4107,M4A1-S , Atomic Alloy,Classified,1, Field-Tested, 14.11, 92
4108,M4A1-S , Atomic Alloy,Classified,1, Well-Worn, 13.01, 17
4109,M4A1-S , Atomic Alloy,Classified,1, Battle-Scarred, 10.81, 30
4110,M4A1-S , VariCamo,Mil-Spec,0,Factory New, 1.15, 672
4111,M4A1-S , VariCamo,Mil-Spec,0,Minimal Wear, 0.71, 1069
4112,M4A1-S , VariCamo,Mil-Spec,0,Field-Tested, 0.42, 1548
4113,M4A1-S , VariCamo,Mil-Spec,0,Well-Worn, 0.55, 173
4114,M4A1-S , VariCamo,Mil-Spec,0,Battle-Scarred, 0.4, 345
4115,M4A1-S , VariCamo,Mil-Spec,1, Factory New, 21.21, 34
4116,M4A1-S , VariCamo,Mil-Spec,1, Minimal Wear, 11.93, 33
4117,M4A1-S , VariCamo,Mil-Spec,1, Field-Tested, 8.29, 69
4118,M4A1-S , VariCamo,Mil-Spec,1, Well-Worn, 9.75, 15
4119,M4A1-S , VariCamo,Mil-Spec,1, Battle-Scarred, 8.17, 14
4120,M4A1-S , Player Two,Covert,0,Factory New, 227.67, 17
4121,M4A1-S , Player Two,Covert,0,Minimal Wear, 98.83, 44
4122,M4A1-S , Player Two,Covert,0,Field-Tested, 55.15, 29
4123,M4A1-S , Player Two,Covert,0,Well-Worn, 48.46, 9
4124,M4A1-S , Player Two,Covert,0,Battle-Scarred, 25.32, 21
4125,M4A1-S , Player Two,Covert,1, Factory New, 748.85, 3
4126,M4A1-S , Player Two,Covert,1, Minimal Wear, 234.41, 8
4127,M4A1-S , Player Two,Covert,1, Field-Tested, 108.67, 15
4128,M4A1-S , Player Two,Covert,1, Well-Worn, 130.67, 1
4129,M4A1-S , Player Two,Covert,1, Battle-Scarred, 60.62, 4
4130,M4A1-S , Control Panel,Classified,0,Factory New, 35.49, 16
4131,M4A1-S , Control Panel,Classified,0,Minimal Wear, 16.86, 37
4132,M4A1-S , Control Panel,Classified,0,Field-Tested, 11.04, 40
4133,M4A1-S , Control Panel,Classified,0,Well-Worn, 8.05, 31
4134,M4A1-S , Control Panel,Classified,0,Battle-Scarred, 8.09, 21
4135,M4A1-S , Control Panel,Classified,1, Factory New, 1515.49, 1
4136,M4A1-S , Control Panel,Classified,1, Minimal Wear, 600, 3
4137,M4A1-S , Control Panel,Classified,1, Field-Tested, 103.5, 3
4138,M4A1-S , Control Panel,Classified,1, Well-Worn, 85.95, 9
4139,M4A1-S , Control Panel,Classified,1, Battle-Scarred, 92.28, 1
4140,M4A1-S , Briefing,Mil-Spec,0,Factory New, 5.95, 84
4141,M4A1-S , Briefing,Mil-Spec,0,Minimal Wear, 2.72, 144
4142,M4A1-S , Briefing,Mil-Spec,0,Field-Tested, 1.42, 368
4143,M4A1-S , Briefing,Mil-Spec,0,Well-Worn, 3.05, 28
4144,M4A1-S , Briefing,Mil-Spec,0,Battle-Scarred, 1.43, 91
4145,M4A1-S , Briefing,Mil-Spec,1, Factory New, 22.01, 18
4146,M4A1-S , Briefing,Mil-Spec,1, Minimal Wear, 9.4, 35
4147,M4A1-S , Briefing,Mil-Spec,1, Field-Tested, 6.17, 63
4148,M4A1-S , Briefing,Mil-Spec,1, Well-Worn, 8.75, 6
4149,M4A1-S , Briefing,Mil-Spec,1, Battle-Scarred, 6.44, 19
4150,M4A1-S , Master Piece,Classified,0,Factory New, 130.98, 11
4151,M4A1-S , Master Piece,Classified,0,Minimal Wear, 59.68, 19
4152,M4A1-S , Master Piece,Classified,0,Field-Tested, 38, 23
4153,M4A1-S , Master Piece,Classified,0,Well-Worn, 32.59, 10
4154,M4A1-S , Master Piece,Classified,0,Battle-Scarred, 23.72, 20
4155,M4A1-S , Master Piece,Classified,1, Factory New, 933.96, 1
4156,M4A1-S , Master Piece,Classified,1, Minimal Wear, 137.17, 10
4157,M4A1-S , Master Piece,Classified,1, Field-Tested, 84, 13
4158,M4A1-S , Master Piece,Classified,1, Well-Worn, 62.65, 13
4159,M4A1-S , Master Piece,Classified,1, Battle-Scarred, 48.04, 9
4160,M4A1-S , Mecha Industries,Covert,0,Factory New, 37.15, 48
4161,M4A1-S , Mecha Industries,Covert,0,Minimal Wear, 20.08, 68
4162,M4A1-S , Mecha Industries,Covert,0,Field-Tested, 12.35, 112
4163,M4A1-S , Mecha Industries,Covert,0,Well-Worn, 16.61, 16
4164,M4A1-S , Mecha Industries,Covert,0,Battle-Scarred, 10.83, 61
4165,M4A1-S , Mecha Industries,Covert,1, Factory New, 149.5, 10
4166,M4A1-S , Mecha Industries,Covert,1, Minimal Wear, 69.71, 12
4167,M4A1-S , Mecha Industries,Covert,1, Field-Tested, 35.81, 36
4168,M4A1-S , Mecha Industries,Covert,1, Well-Worn, 51.57, 2
4169,M4A1-S , Mecha Industries,Covert,1, Battle-Scarred, 33, 13
4170,M4A1-S , Flashback,Restricted,0,Factory New, 3.25, 125
4171,M4A1-S , Flashback,Restricted,0,Minimal Wear, 1.61, 557
